MATERIAL_ID,MATERIAL_NAME,MATERIAL_TYPE,MATERIAL_COLOR,PRICE_SQFT,SELL_DATE,SQFT_SOLD,SALES_TOTAL,EXPENSES,PROFIT,CUSTOMER,CITY_NAME,COUNTY_NAME,STATE,TYPE,TRIMESTRE
C930-05202H,CORIAN,SOLID SURFACE,GLACIER WHITE,50,4/4/2024,95.79490371,4789.745185,3113.334371,1676.410815,Anderson Contracting,Fairfax,Fairfax,VA,Contractor,2024Q2
STGR539008,STONEMARK,GRANITE,UBATUBA,47.49,4/4/2024,105.9768563,5032.840904,3271.346588,1761.494317,Jensen Development,Fairfax,Fairfax,VA,Contractor,2024Q2
C930-15202TO,CORIAN,SOLID SURFACE,WITCH HAZEL,71,4/4/2024,76.25504169,5414.10796,3519.170174,1894.937786,Sherri Campbell,Alexandria,Alexandria,VA,Customer,2024Q2
LG-T002-HM,HI-MACS,SOLID SURFACE,COSMOS,60,4/4/2024,59.50639004,3570.383402,2320.749211,1249.634191,Jessica Vincent,Rockville,Montgomery,MD,Customer,2024Q2
STGR639001,STONEMARK,GRANITE,AMARELLO ORNAMENTAL,63.9,4/4/2024,35.50404754,2268.708638,1474.660615,794.0480233,Kimberly Beck,Alexandria,Alexandria,VA,Customer,2024Q2
C930-15202TO,CORIAN,SOLID SURFACE,WITCH HAZEL,71,4/5/2024,40.91640645,2905.064858,1888.292158,1016.7727,Mueller Development,Arlington,Arlington,VA,Contractor,2024Q2
LG-VE01-HM,HI-MACS,SOLID SURFACE,TAMBORA,50,4/5/2024,55.26238049,2763.119025,1796.027366,967.0916586,Caroline Hall,Bethesda,Montgomery,MD,Customer,2024Q2
STGR639002,STONEMARK,GRANITE,BLACK MIST HONED,63.9,4/5/2024,10.69274398,683.26634,444.123121,239.143219,Jennifer Newman,Fairfax,Fairfax,VA,Customer,2024Q2
STGR639003,STONEMARK,GRANITE,BLACK PEARL,63.9,4/6/2024,60.47076451,3864.081852,2511.653204,1352.428648,Robin Henderson,Arlington,Arlington,VA,Customer,2024Q2
C930-15202TO,CORIAN,SOLID SURFACE,WITCH HAZEL,71,4/6/2024,46.89420972,3329.48889,2164.167779,1165.321112,Kristin Parks,Gaithersburg,Montgomery,MD,Customer,2024Q2
LG-W003-HM,HI-MACS,SOLID SURFACE,SHADOW CONCRETE,39.99,4/8/2024,118.3072264,4731.105986,3075.218891,1655.887095,Alvarez Group,Rockville,Montgomery,MD,Contractor,2024Q2
STGR639005,STONEMARK,GRANITE,SADDLEWHITE,63.9,4/8/2024,59.2308936,3784.854101,2460.155166,1324.698935,Mrs. Kylie Parker,Rockville,Montgomery,MD,Customer,2024Q2
C956-RNA2HX,CORIAN,SOLID SURFACE,ASH CONCRETE,71,4/8/2024,32.02435532,2273.729228,1477.923998,795.8052298,Rachel Mccormick,Silver Spring,Montgomery,MD,Customer,2024Q2
C956-RNA2GQ,CORIAN,SOLID SURFACE,GRAY ONYX,71,4/9/2024,70.26223234,4988.618496,3242.602023,1746.016474,Schultz Construction,Washington,District of Columbia,DC,Contractor,2024Q2
STGR639006,STONEMARK,GRANITE,SALLINAS WHITE,63.9,4/9/2024,60.5769242,3870.865456,2516.062547,1354.80291,Stephanie Wright,Falls Church,Falls Church,VA,Customer,2024Q2
LG-L017-HM,HI-MACS,SOLID SURFACE,KAMET,60,4/9/2024,39.34666865,2360.800119,1534.520077,826.2800417,Chad Wells,Washington,District of Columbia,DC,Customer,2024Q2
STGR808002,STONEMARK,GRANITE,BLACK GALAXY,80.8,4/9/2024,13.31935824,1076.204146,699.5326949,376.6714511,Sherri Sullivan,Arlington,Arlington,VA,Customer,2024Q2
LG-W003-HM,HI-MACS,SOLID SURFACE,SHADOW CONCRETE,39.99,4/9/2024,10.51088892,420.3304478,273.2147911,147.1156567,Sherri Jackson,Arlington,Arlington,VA,Customer,2024Q2
STGR639007,STONEMARK,GRANITE,STEEL GREY,63.9,4/10/2024,72.9614826,4662.238738,3030.45518,1631.783558,Johnson Builders,Bethesda,Montgomery,MD,Contractor,2024Q2
STGR808003,STONEMARK,GRANITE,BLUE PEARL,68,4/10/2024,111.8826147,7608.017802,4945.211571,2662.806231,Mora Development,Arlington,Arlington,VA,Contractor,2024Q2
LG-L017-HM,HI-MACS,SOLID SURFACE,KAMET,60,4/10/2024,77.19287022,4631.572213,3010.521938,1621.050275,Benjamin Murphy,Alexandria,Alexandria,VA,Customer,2024Q2
STGR539008,STONEMARK,GRANITE,UBATUBA,47.49,4/10/2024,92.82862033,4408.43118,2865.480267,1542.950913,Travis Patton,Falls Church,Falls Church,VA,Customer,2024Q2
C956-RNA2GQ,CORIAN,SOLID SURFACE,GRAY ONYX,71,4/10/2024,42.1369558,2991.723862,1944.62051,1047.103352,Ronald Williams,Rockville,Montgomery,MD,Customer,2024Q2
C930-05202WN,CORIAN,SOLID SURFACE,DESIGNER WHITE,50,4/10/2024,13.00152015,650.0760077,422.549405,227.5266027,Lisa Brown,Silver Spring,Montgomery,MD,Customer,2024Q2
LG-W003-HM,HI-MACS,SOLID SURFACE,SHADOW CONCRETE,39.99,4/10/2024,10.75422865,430.0616038,279.5400425,150.5215613,Carolyn Norris,Silver Spring,Montgomery,MD,Customer,2024Q2
C956-RNA2GQ,CORIAN,SOLID SURFACE,GRAY ONYX,71,4/11/2024,115.9276037,8230.859861,5350.058909,2880.800951,Brown Development,Arlington,Arlington,VA,Contractor,2024Q2
STGR639008,STONEMARK,GRANITE,WHITE ANTICO,63.9,4/11/2024,123.8776558,7915.782209,5145.258436,2770.523773,Hill Contracting,Falls Church,Falls Church,VA,Contractor,2024Q2
STGR808003,STONEMARK,GRANITE,BLUE PEARL,68,4/11/2024,100.6491304,6844.140865,4448.691563,2395.449303,Schultz Construction,Falls Church,Falls Church,VA,Contractor,2024Q2
LG-W003-HM,HI-MACS,SOLID SURFACE,SHADOW CONCRETE,39.99,4/11/2024,68.99996659,2759.308664,1793.550632,965.7580324,Jennifer Lindsey,Baltimore,Baltimore City,MD,Customer,2024Q2
LG-L017-HM,HI-MACS,SOLID SURFACE,KAMET,60,4/11/2024,25.81260191,1548.756114,1006.691474,542.06464,Donna Meyer,Fairfax,Fairfax,VA,Customer,2024Q2
STGR808003,STONEMARK,GRANITE,BLUE PEARL,68,4/12/2024,94.00373252,6392.253811,4154.964977,2237.288834,Guzman Builders,Washington,District of Columbia,DC,Contractor,2024Q2
STGR639009,STONEMARK,GRANITE,WHITE PEBBLE,63.9,4/12/2024,100.7158402,6435.742191,4183.232424,2252.509767,Mueller Development,Falls Church,Falls Church,VA,Contractor,2024Q2
LG-M501-HM,HI-MACS,SOLID SURFACE,EDESSA,60,4/12/2024,78.61792499,4717.0755,3066.099075,1650.976425,Phillips Contracting,Bethesda,Montgomery,MD,Contractor,2024Q2
C956-RNA2SX,CORIAN,SOLID SURFACE,SMOKE DRIFT PRIMA,71,4/12/2024,112.3323444,7975.596454,5184.137695,2791.458759,Quinn Development,Arlington,Arlington,VA,Contractor,2024Q2
LG-W003-HM,HI-MACS,SOLID SURFACE,SHADOW CONCRETE,39.99,4/12/2024,70.77866689,2830.438889,1839.785278,990.6536111,Sara Preston,Falls Church,Falls Church,VA,Customer,2024Q2
STGR639010,STONEMARK,GRANITE,WHITE SPARKLE,63.9,4/13/2024,117.7635412,7525.090286,4891.308686,2633.7816,Lozano Builders,Baltimore,Baltimore City,MD,Contractor,2024Q2
STGR539008,STONEMARK,GRANITE,UBATUBA,47.49,4/13/2024,75.15879539,3569.291193,2320.039275,1249.251918,Paul Price,Bethesda,Montgomery,MD,Customer,2024Q2
C956-RNA2UX,CORIAN,SOLID SURFACE,DUNE PRIMA,71,4/13/2024,46.10103401,3273.173415,2127.56272,1145.610695,Heather Kennedy,Falls Church,Falls Church,VA,Customer,2024Q2
STGR808003,STONEMARK,GRANITE,BLUE PEARL,68,4/13/2024,18.65280116,1268.390479,824.4538114,443.9366677,Lauren Wilkinson,Rockville,Montgomery,MD,Customer,2024Q2
C930-15202LI,CORIAN,SOLID SURFACE,LIMESTONE PRIMA,71,4/13/2024,16.97441196,1205.183249,783.3691119,421.8141372,Kimberly Novak,Arlington,Arlington,VA,Customer,2024Q2
STGR675001,STONEMARK,GRANITE,SF REAL,67.5,4/14/2024,47.52556495,3207.975634,2085.184162,1122.791472,Amanda Vargas,Fairfax,Fairfax,VA,Customer,2024Q2
STGR808003,STONEMARK,GRANITE,BLUE PEARL,68,4/14/2024,22.47504316,1528.302935,993.3969076,534.9060271,Martin Stone,Bethesda,Montgomery,MD,Customer,2024Q2
LX-L001-HM,HI-MACS,SOLID SURFACE,SUGARLOAF,60,4/15/2024,99.14043905,5948.426343,3866.477123,2081.94922,Jensen Development,Bethesda,Montgomery,MD,Contractor,2024Q2
CHD904-1504TO,CORIAN,SOLID SURFACE,SAND STORM,71,4/15/2024,112.7255258,8003.51233,5202.283014,2801.229315,Lopez Construction,Silver Spring,Montgomery,MD,Contractor,2024Q2
STGR808004,STONEMARK,GRANITE,CAROLINE SUMMER,80.8,4/15/2024,83.76744107,6768.409239,4399.466005,2368.943234,Robinson Contracting,Baltimore,Baltimore City,MD,Contractor,2024Q2
STGR747001,STONEMARK,GRANITE,ARABIAN NIGHTS,74.7,4/15/2024,17.58679374,1313.733492,853.9267701,459.8067223,Ashley Wilson,Gaithersburg,Montgomery,MD,Customer,2024Q2
LG-M501-HM,HI-MACS,SOLID SURFACE,EDESSA,60,4/15/2024,20.18276073,1210.965644,787.1276686,423.8379754,Lauren Austin,Fairfax,Fairfax,VA,Customer,2024Q2
CHD904-1504TO,CORIAN,SOLID SURFACE,SAND STORM,71,4/16/2024,88.01278661,6248.907849,4061.790102,2187.117747,Patel Group,Arlington,Arlington,VA,Contractor,2024Q2
STGR808005,STONEMARK,GRANITE,DELICATUS WHITE,80.8,4/16/2024,25.23529014,2039.011443,1325.357438,713.6540052,Schultz Construction,Fairfax,Fairfax,VA,Contractor,2024Q2
C930-15202LT,CORIAN,SOLID SURFACE,SANDALWOOD,71,4/16/2024,77.81219213,5524.665641,3591.032667,1933.632974,Bruce Collins,Rockville,Montgomery,MD,Customer,2024Q2
STGR539008,STONEMARK,GRANITE,UBATUBA,47.49,4/16/2024,109.2104035,5186.402062,3371.16134,1815.240722,Michael Miller,Washington,District of Columbia,DC,Customer,2024Q2
LX-M607-HM,HI-MACS,SOLID SURFACE,AURORA CREAM,60,4/16/2024,66.35601213,3981.360728,2587.884473,1393.476255,Samantha Johnson,Washington,District of Columbia,DC,Customer,2024Q2
STGR747002,STONEMARK,GRANITE,BIANCO ANTICO,74.7,4/16/2024,52.4051875,3914.667506,2544.533879,1370.133627,Kenneth Ross,Gaithersburg,Montgomery,MD,Customer,2024Q2
LG-M502-HM,HI-MACS,SOLID SURFACE,VATHI,60,4/16/2024,25.37690254,1522.614152,989.6991989,532.9149532,Anna Turner,Alexandria,Alexandria,VA,Customer,2024Q2
LX-M701-HM,HI-MACS,SOLID SURFACE,AURORA ECRU,60,4/17/2024,110.1291134,6607.746801,4295.035421,2312.71138,Brown Development,Falls Church,Falls Church,VA,Contractor,2024Q2
STGR747003,STONEMARK,GRANITE,BIANCO LUCRE,74.7,4/17/2024,110.0011276,8217.084232,5341.104751,2875.979481,Hanson Construction,Rockville,Montgomery,MD,Contractor,2024Q2
LG-G05-HM,HI-MACS,SOLID SURFACE,WHITE GRANITE,45,4/17/2024,81.4835955,3666.761798,2383.395168,1283.366629,Hailey Walker,Fairfax,Fairfax,VA,Customer,2024Q2
LG-M557-HM,HI-MACS,SOLID SURFACE,CLOUD CONCRETE,50,4/17/2024,41.89336846,2094.668423,1361.534475,733.133948,Philip Jones,Falls Church,Falls Church,VA,Customer,2024Q2
STGR808006,STONEMARK,GRANITE,ENCHANTED FOREST,80.8,4/17/2024,3.14971878,254.4972775,165.4232303,89.07404711,Lydia Martin,Bethesda,Montgomery,MD,Customer,2024Q2
STGR747004,STONEMARK,GRANITE,BLUE DUNES,74.7,4/18/2024,112.539081,8406.669351,5464.335078,2942.334273,Jennings Construction,Alexandria,Alexandria,VA,Contractor,2024Q2
LG-G103-HM,HI-MACS,SOLID SURFACE,GRAPHITE GRANITE,50,4/18/2024,73.78641612,3689.320806,2398.058524,1291.262282,Elizabeth Tucker,Silver Spring,Montgomery,MD,Customer,2024Q2
LG-M601-HM,HI-MACS,SOLID SURFACE,TORANO,60,4/18/2024,24.18242984,1450.94579,943.1147636,507.8310265,Kevin Waters,Gaithersburg,Montgomery,MD,Customer,2024Q2
LX-M802-HM,HI-MACS,SOLID SURFACE,CALACATTA FIORE,64,4/18/2024,21.55283675,1379.381552,896.5980087,482.7835432,Kelly Lewis,Alexandria,Alexandria,VA,Customer,2024Q2
STGR808007,STONEMARK,GRANITE,LENNON,80.8,4/18/2024,13.82363604,1116.949792,726.0173648,390.9324272,John Young,Gaithersburg,Montgomery,MD,Customer,2024Q2
STGR808008,STONEMARK,GRANITE,WHITE SPRINGS,80.8,4/19/2024,121.1360071,9787.789375,6362.063094,3425.726281,Hill Contracting,Arlington,Arlington,VA,Contractor,2024Q2
MC-2X21573MG,WILSONART,SOLID SURFACE,FROSTY WHITE MIRAGE,50,4/19/2024,86.23791828,4311.895914,2802.732344,1509.16357,Peck Builders,Washington,District of Columbia,DC,Contractor,2024Q2
C930-05202WN,CORIAN,SOLID SURFACE,DESIGNER WHITE,50,4/19/2024,61.44155455,3072.077727,1996.850523,1075.227205,Jeanne Wright,Alexandria,Alexandria,VA,Customer,2024Q2
LG-G127-HM,HI-MACS,SOLID SURFACE,EDISTO,50,4/19/2024,52.23457396,2611.728698,1697.623654,914.1050442,Cheryl Johnson,Alexandria,Alexandria,VA,Customer,2024Q2
STGR747005,STONEMARK,GRANITE,BLUE DUNES CARESSED,74.7,4/19/2024,24.09985617,1800.259256,1170.168516,630.0907395,Valerie Skinner,Bethesda,Montgomery,MD,Customer,2024Q2
LG-M603-HM,HI-MACS,SOLID SURFACE,PAVIA,60,4/19/2024,27.9844367,1679.066202,1091.393031,587.6731707,Aaron Case,Silver Spring,Montgomery,MD,Customer,2024Q2
STGR539008,STONEMARK,GRANITE,UBATUBA,47.49,4/19/2024,4.16224948,197.6652278,128.4823981,69.18282974,Christine Scott,Rockville,Montgomery,MD,Customer,2024Q2
STGR747006,STONEMARK,GRANITE,DELICATUS GOLD,74.7,4/20/2024,72.3407418,5403.853412,3512.504718,1891.348694,Walter Hernandez,Falls Church,Falls Church,VA,Customer,2024Q2
STGR808009,STONEMARK,GRANITE,ZERMATT,80.8,4/20/2024,66.49106386,5372.47796,3492.110674,1880.367286,John Lawrence,Fairfax,Fairfax,VA,Customer,2024Q2
STGR808010,STONEMARK,GRANITE,CYGNUS,57.6,4/21/2024,109.4196807,6302.573606,4096.672844,2205.900762,Taylor Builders,Alexandria,Alexandria,VA,Contractor,2024Q2
STGR747007,STONEMARK,GRANITE,DESERT BEACH,74.7,4/21/2024,76.62379937,5723.797813,3720.468578,2003.329234,Paula Frank,Rockville,Montgomery,MD,Customer,2024Q2
C930-05202WN,CORIAN,SOLID SURFACE,DESIGNER WHITE,50,4/22/2024,102.0411572,5102.057858,3316.337607,1785.72025,Ibarra Group,Fairfax,Fairfax,VA,Contractor,2024Q2
STGR747008,STONEMARK,GRANITE,KEMPTON PARK,74.7,4/22/2024,54.38799308,4062.783083,2640.809004,1421.974079,Brian Shelton,Rockville,Montgomery,MD,Customer,2024Q2
LG-M614-HM,HI-MACS,SOLID SURFACE,AURORA UMBER,60,4/22/2024,63.94761786,3836.857072,2493.957097,1342.899975,Debbie Holmes,Fairfax,Fairfax,VA,Customer,2024Q2
LG-G50-HM,HI-MACS,SOLID SURFACE,TAPIOCA PEARL,50,4/22/2024,69.69749573,3484.874787,2265.168611,1219.706175,Gina Mosley,Washington,District of Columbia,DC,Customer,2024Q2
STGR539004,STONEMARK,GRANITE,GRAY WAVE,53.9,4/22/2024,43.43696964,2341.252663,1521.814231,819.4384322,Duane Nichols DVM,Alexandria,Alexandria,VA,Customer,2024Q2
STGR539008,STONEMARK,GRANITE,UBATUBA,47.49,4/22/2024,46.36857745,2202.043743,1431.328433,770.7153101,Matthew Jennings,Baltimore,Baltimore City,MD,Customer,2024Q2
STGR808010,STONEMARK,GRANITE,CYGNUS,57.6,4/22/2024,31.64022726,1822.47709,1184.610109,637.8669815,Amanda Gibbs,Fairfax,Fairfax,VA,Customer,2024Q2
MC-2X29909SS,WILSONART,SOLID SURFACE,CARRARA EMPORIO,60,4/22/2024,18.81109062,1128.665437,733.632534,395.0329029,Jon Thompson,Baltimore,Baltimore City,MD,Customer,2024Q2
STGR539005,STONEMARK,GRANITE,IBERIAN WHITE,53.9,4/23/2024,79.33442292,4276.125396,2779.481507,1496.643888,Quinn Development,Bethesda,Montgomery,MD,Contractor,2024Q2
STGR808010,STONEMARK,GRANITE,CYGNUS,57.6,4/23/2024,72.28810553,4163.794879,2706.466671,1457.328208,Jennifer Bullock,Washington,District of Columbia,DC,Customer,2024Q2
STGR747009,STONEMARK,GRANITE,MIRAGE WHITE,74.7,4/23/2024,27.04815463,2020.497151,1313.323148,707.1740029,Victoria Boone,Falls Church,Falls Church,VA,Customer,2024Q2
MC-2X29911SS,WILSONART,SOLID SURFACE,MONTE AMIATA,60,4/23/2024,31.88090336,1912.854202,1243.355231,669.4989705,Bianca Price,Alexandria,Alexandria,VA,Customer,2024Q2
LG-G714-HM,HI-MACS,SOLID SURFACE,BIRCH BARK,60,4/23/2024,27.24343597,1634.606158,1062.494003,572.1121553,Michael Hudson,Washington,District of Columbia,DC,Customer,2024Q2
LG-M707-HM,HI-MACS,SOLID SURFACE,AURORA MAGNOLIA,60,4/23/2024,9.713958904,582.8375342,378.8443972,203.993137,Nicole Galloway,Rockville,Montgomery,MD,Customer,2024Q2
LG-G714-HM,HI-MACS,SOLID SURFACE,BIRCH BARK,60,4/24/2024,79.24386549,4754.631929,3090.510754,1664.121175,Gregory Builders,Baltimore,Baltimore City,MD,Contractor,2024Q2
MC-2X29912SS,WILSONART,SOLID SURFACE,ICE STATUARIO,60,4/24/2024,118.5816506,7114.899034,4624.684372,2490.214662,Bryan Taylor,Rockville,Montgomery,MD,Customer,2024Q2
STGR539006,STONEMARK,GRANITE,SILVER MIST,53.9,4/24/2024,103.5133217,5579.368037,3626.589224,1952.778813,Robert Brown,Alexandria,Alexandria,VA,Customer,2024Q2
LG-M708-HM,HI-MACS,SOLID SURFACE,AURORA SABLE,60,4/24/2024,24.71229673,1482.737804,963.7795724,518.9582313,Sharon Beltran,Gaithersburg,Montgomery,MD,Customer,2024Q2
STGR747010,STONEMARK,GRANITE,PITAYA WHITE,74.7,4/24/2024,15.72551576,1174.696027,763.5524179,411.1436096,Jennifer Smith,Bethesda,Montgomery,MD,Customer,2024Q2
STGR747011,STONEMARK,GRANITE,RIGEL WHITE,74.7,4/25/2024,83.88869303,6266.48537,4073.21549,2193.269879,Blake Construction,Baltimore,Baltimore City,MD,Contractor,2024Q2
LG-G714-HM,HI-MACS,SOLID SURFACE,BIRCH BARK,60,4/25/2024,111.9939062,6719.634369,4367.76234,2351.872029,Guzman Builders,Baltimore,Baltimore City,MD,Contractor,2024Q2
STGR539007,STONEMARK,GRANITE,ST. CECILLIA,44,4/25/2024,112.6707752,4957.514109,3222.384171,1735.129938,Williams Construction,Washington,District of Columbia,DC,Contractor,2024Q2
C930-05202WN,CORIAN,SOLID SURFACE,DESIGNER WHITE,50,4/25/2024,14.60280711,730.1403557,474.5912312,255.5491245,Sheila Hunt,Fairfax,Fairfax,VA,Customer,2024Q2
MC-2X2HD9227SS,WILSONART,SOLID SURFACE,HIDDEN SPACE,50,4/25/2024,7.513627854,375.6813927,244.1929052,131.4884874,Michael Bradley,Baltimore,Baltimore City,MD,Customer,2024Q2
STGR539008,STONEMARK,GRANITE,UBATUBA,47.49,4/25/2024,4.585908554,217.7847972,141.5601182,76.22467904,Carly Curry,Baltimore,Baltimore City,MD,Customer,2024Q2
STGR747012,STONEMARK,GRANITE,SIBERIAN WHITE,74.7,4/26/2024,76.40226573,5707.24925,3709.712013,1997.537238,Timothy Wilson,Bethesda,Montgomery,MD,Customer,2024Q2
LG-G718-HM,HI-MACS,SOLID SURFACE,RIPE COTTON,50,4/26/2024,91.36295645,4568.147823,2969.296085,1598.851738,Gregory Bowman,Alexandria,Alexandria,VA,Customer,2024Q2
MC-2X2HD9913SS,WILSONART,SOLID SURFACE,CALACATTA PERLATTO,60,4/26/2024,60.96869705,3658.121823,2377.779185,1280.342638,Jesse Ballard,Washington,District of Columbia,DC,Customer,2024Q2
STGR539007,STONEMARK,GRANITE,ST. CECILLIA,44,4/26/2024,39.10536159,1720.63591,1118.413342,602.2225685,Peter Kelley,Falls Church,Falls Church,VA,Customer,2024Q2
STGR747013,STONEMARK,GRANITE,SUNSET CANYON,74.7,4/27/2024,121.8384707,9101.333758,5915.866943,3185.466815,Keller Builders,Arlington,Arlington,VA,Contractor,2024Q2
STGR539007,STONEMARK,GRANITE,ST. CECILLIA,44,4/27/2024,58.08518097,2555.747963,1661.236176,894.5117869,Natalie Craig,Fairfax,Fairfax,VA,Customer,2024Q2
STGR747014,STONEMARK,GRANITE,THUNDER WHITE,74.7,4/28/2024,111.0102427,8292.465127,5390.102333,2902.362795,Rivera Group,Arlington,Arlington,VA,Contractor,2024Q2
STGR747015,STONEMARK,GRANITE,YUKON WHITE,74.7,4/29/2024,76.86885593,5742.103538,3732.3673,2009.736238,Middleton Construction,Baltimore,Baltimore City,MD,Contractor,2024Q2
LG-GT913-HM,HI-MACS,SOLID SURFACE,VANILLA SUGAR,50,4/29/2024,18.99327566,949.6637828,617.2814588,332.382324,Dana Wood,Fairfax,Fairfax,VA,Customer,2024Q2
STGR539007,STONEMARK,GRANITE,ST. CECILLIA,44,4/29/2024,5.809395463,255.6134004,166.1487102,89.46469013,Victoria Adams,Baltimore,Baltimore City,MD,Customer,2024Q2
STGR808001,STONEMARK,GRANITE,ADONIS WHITE,80.8,4/30/2024,68.93321102,5569.80345,3620.372243,1949.431208,Sara Anderson,Baltimore,Baltimore City,MD,Customer,2024Q2
LG-GT918-HM,HI-MACS,SOLID SURFACE,VOLCANIC ICE,60,4/30/2024,28.24722481,1694.833489,1101.641768,593.191721,Dr. Carrie Bradshaw,Arlington,Arlington,VA,Customer,2024Q2
STGR539007,STONEMARK,GRANITE,ST. CECILLIA,44,4/30/2024,33.1728059,1459.60346,948.7422488,510.8612109,Jessica Smith,Falls Church,Falls Church,VA,Customer,2024Q2
LG-M601-HM,HI-MACS,SOLID SURFACE,TORANO,60,5/1/2024,113.0645854,6783.875122,4409.518829,2374.356293,Gregory Builders,Rockville,Montgomery,MD,Contractor,2024Q2
 C930-15202S,CORIAN,SOLID SURFACE,SANDSTONE,60,5/1/2024,110.5090447,6630.542683,4309.852744,2320.689939,Wilkins Builders,Rockville,Montgomery,MD,Contractor,2024Q2
STGR539007,STONEMARK,GRANITE,ST. CECILLIA,53.9,5/1/2024,76.46399443,4121.4093,2678.916045,1442.493255,Ebony Buckley,Rockville,Montgomery,MD,Customer,2024Q2
STGR747009,STONEMARK,GRANITE,MIRAGE WHITE,74.7,5/1/2024,51.79466192,3869.061245,2514.889809,1354.171436,Laura Gray,Washington,District of Columbia,DC,Customer,2024Q2
STGR747010,STONEMARK,GRANITE,PITAYA WHITE,74.7,5/2/2024,56.74099905,4238.552629,2755.059209,1483.49342,Mora Development,Bethesda,Montgomery,MD,Contractor,2024Q2
LG-M603-HM,HI-MACS,SOLID SURFACE,PAVIA,60,5/2/2024,83.87726252,5032.635751,3271.213238,1761.422513,Thompson Group,Bethesda,Montgomery,MD,Contractor,2024Q2
STGR539008,STONEMARK,GRANITE,UBATUBA,53.9,5/2/2024,68.19898467,3675.925274,2389.351428,1286.573846,Bryan Bautista,Silver Spring,Montgomery,MD,Customer,2024Q2
STGR747015,STONEMARK,GRANITE,YUKON WHITE,74.7,5/3/2024,103.4425764,7727.160455,5022.654295,2704.506159,Ibarra Group,Arlington,Arlington,VA,Contractor,2024Q2
LG-M611-HM,HI-MACS,SOLID SURFACE,AURORA CLOUD,60,5/3/2024,106.834269,6410.056141,4166.536492,2243.519649,Wagner Development,Baltimore,Baltimore City,MD,Contractor,2024Q2
STGR539009,STONEMARK,GRANITE,VALLE NEVADO,53.9,5/3/2024,40.12863216,2162.933273,1405.906628,757.0266457,Ryan Wiggins,Silver Spring,Montgomery,MD,Customer,2024Q2
STGR808001,STONEMARK,GRANITE,ADONIS WHITE,80.8,5/4/2024,8,646.4,420.16,226.24,Barry Frank,Falls Church,Falls Church,VA,Customer,2024Q2
LG-M707-HM,HI-MACS,SOLID SURFACE,AURORA MAGNOLIA,60,5/6/2024,116.1927321,6971.563927,4531.516552,2440.047374,Aaron Wiley,Rockville,Montgomery,MD,Customer,2024Q2
STGR808003,STONEMARK,GRANITE,BLUE PEARL,80.8,5/6/2024,44.26942825,3576.969802,2325.030372,1251.939431,Justin Williams,Bethesda,Montgomery,MD,Customer,2024Q2
C930-15202CN,CORIAN,SOLID SURFACE,CANYON,60,5/6/2024,46.19744412,2771.846647,1801.700321,970.1463265,James Lin,Bethesda,Montgomery,MD,Customer,2024Q2
STGR639001,STONEMARK,GRANITE,AMARELLO ORNAMENTAL,63.9,5/6/2024,36.77164784,2349.708297,1527.310393,822.3979038,Theresa Roberts,Rockville,Montgomery,MD,Customer,2024Q2
STGR808004,STONEMARK,GRANITE,CAROLINE SUMMER,80.8,5/7/2024,102.1981132,8257.60755,5367.444907,2890.162642,Martin Construction,Alexandria,Alexandria,VA,Contractor,2024Q2
LG-M708-HM,HI-MACS,SOLID SURFACE,AURORA SABLE,60,5/7/2024,119.8598319,7191.589915,4674.533444,2517.05647,Martin Construction,Fairfax,Fairfax,VA,Contractor,2024Q2
C930-15202LI,CORIAN,SOLID SURFACE,LIMESTONE PRIMA,71,5/7/2024,44.63013455,3168.739553,2059.68071,1109.058844,Christopher Sweeney,Baltimore,Baltimore City,MD,Customer,2024Q2
STGR639002,STONEMARK,GRANITE,BLACK MIST HONED,63.9,5/7/2024,10.55707209,674.5969066,438.4879893,236.1089173,Jacqueline Hendricks,Alexandria,Alexandria,VA,Customer,2024Q2
STGR639003,STONEMARK,GRANITE,BLACK PEARL,63.9,5/8/2024,105.0846736,6714.910642,4364.691917,2350.218725,Lozano Builders,Bethesda,Montgomery,MD,Contractor,2024Q2
C956-RNA2HX,CORIAN,SOLID SURFACE,ASH CONCRETE,71,5/8/2024,90.11212298,6397.960732,4158.674476,2239.286256,Phillips Contracting,Gaithersburg,Montgomery,MD,Contractor,2024Q2
STGR808005,STONEMARK,GRANITE,DELICATUS WHITE,80.8,5/8/2024,80.33893222,6491.385723,4219.40072,2271.985003,Wilkins Builders,Alexandria,Alexandria,VA,Contractor,2024Q2
LG-S06-HM,HI-MACS,SOLID SURFACE,ARCTIC WHITE,50,5/8/2024,92.8240979,4641.204895,3016.783182,1624.421713,Manuel Rios,Silver Spring,Montgomery,MD,Customer,2024Q2
C930-15202LT,CORIAN,SOLID SURFACE,SANDALWOOD,59.75,5/8/2024,70.04212364,4185.016888,2720.260977,1464.755911,Erin Jackson,Washington,District of Columbia,DC,Customer,2024Q2
LX-M701-HM,HI-MACS,SOLID SURFACE,AURORA ECRU,48.9,5/8/2024,36.86983537,1802.93495,1171.907717,631.0272323,Marc Thomas,Baltimore,Baltimore City,MD,Customer,2024Q2
LG-T001-HM,HI-MACS,SOLID SURFACE,VENUS,60,5/9/2024,47.86059379,2871.635627,1866.563158,1005.07247,Terrell Construction,Arlington,Arlington,VA,Contractor,2024Q2
